,dc_A,dc_B,cc_A,cc_B
26,0.0011587485515643105,0.005793742757821553,0.20826358469820225,0.24450144843568947
27,0.0011587485515643105,0.01100811123986095,0.20826358469820225,0.26066252498474357
28,0.0011587485515643105,0.0005793742757821553,0.20826358469820225,0.19321235149372012
29,0.0005793742757821553,0.0008690614136732329,0.15240641087961604,0.18418818879554746
30,0.0020278099652375433,0.009269988412514484,0.19658767142698516,0.23881334867630827
31,0.0020278099652375433,0.0020278099652375433,0.19658767142698516,0.19658767142698516
32,0.0020278099652375433,0.0020278099652375433,0.19658767142698516,0.19658767142698516
33,0.0020278099652375433,0.002607184241019699,0.19658767142698516,0.1979914555942715
34,0.0020278099652375433,0.0020278099652375433,0.19658767142698516,0.19658767142698516
35,0.0020278099652375433,0.005504055619930475,0.19658767142698516,0.23532381947612077
36,0.0020278099652375433,0.0020278099652375433,0.19658767142698516,0.19658767142698516
37,0.0005793742757821553,0.00608342989571263,0.19274157465906436,0.2439470233825473
38,0.0020278099652375433,0.019988412514484355,0.22887549423815712,0.2936152765057406
39,0.0020278099652375433,0.00608342989571263,0.22887549423815712,0.24147207153821007
40,0.0020278099652375433,0.005504055619930475,0.22887549423815712,0.23917438264051438
41,0.0020278099652375433,0.0008690614136732329,0.22887549423815712,0.22312227748403718
42,0.0020278099652375433,0.00028968713789107763,0.22887549423815712,0.18176089293725647
43,0.0020278099652375433,0.004345307068366165,0.22887549423815712,0.24697116003605
44,0.00028968713789107763,0.004634994206257242,0.1825256825783905,0.23008948009176014
45,0.008111239860950173,0.010718424101969872,0.24958388388943803,0.254183530176031
46,0.008111239860950173,0.02085747392815759,0.24958388388943803,0.2882035933125358
47,0.008111239860950173,0.011587485515643106,0.24958388388943803,0.26104202007110394
48,0.008111239860950173,0.027520278099652375,0.24958388388943803,0.29636539204325996
49,0.008111239860950173,0.007531865585168019,0.24958388388943803,0.24953757030920248
50,0.008111239860950173,0.003186558516801854,0.24958388388943803,0.1992529213803959
51,0.008111239860950173,0.008111239860950173,0.24958388388943803,0.2497693102519116
52,0.008111239860950173,0.010718424101969872,0.24958388388943803,0.2577399073112203
53,0.008111239860950173,0.007821552723059096,0.24958388388943803,0.249560724950597
54,0.008111239860950173,0.008980301274623407,0.24958388388943803,0.2518273345311408
55,0.008111239860950173,0.012746234067207415,0.24958388388943803,0.26482039511545724
56,0.008111239860950173,0.019698725376593278,0.24958388388943803,0.2795173490742657
57,0.008111239860950173,0.010139049826187718,0.24958388388943803,0.2514271228187888
58,0.008111239860950173,0.011587485515643106,0.24958388388943803,0.2580366432689805
59,0.008111239860950173,0.0014484356894553883,0.24958388388943803,0.19812272064770417
60,0.008111239860950173,0.008980301274623407,0.24958388388943803,0.2514036205638983
61,0.008111239860950173,0.011297798377752027,0.24958388388943803,0.25430370015058473
62,0.008111239860950173,0.00840092699884125,0.24958388388943803,0.25081748883638755
63,0.008111239860950173,0.02954808806488992,0.24958388388943803,0.3045194670281458
64,0.008111239860950173,0.007531865585168019,0.24958388388943803,0.24953757030920248
65,0.008111239860950173,0.017091541135573582,0.24958388388943803,0.2691938677602426
66,0.008111239860950173,0.013904982618771726,0.24958388388943803,0.2628790863837928
67,0.008111239860950173,0.007531865585168019,0.24958388388943803,0.24953757030920248
68,0.002607184241019699,0.005504055619930475,0.22048827125697523,0.238221074649476
69,0.002607184241019699,0.0028968713789107765,0.22048827125697523,0.22534695708358474
70,0.002607184241019699,0.004055619930475087,0.22048827125697523,0.23608812612294452
71,0.002607184241019699,0.005214368482039398,0.22048827125697523,0.23936596055469778
72,0.002607184241019699,0.012746234067207415,0.22048827125697523,0.2571484781329557
73,0.002607184241019699,0.017091541135573582,0.22048827125697523,0.2691938677602426
74,0.002607184241019699,0.0014484356894553883,0.22048827125697523,0.1952603406993309
75,0.0005793742757821553,0.0005793742757821553,0.16984628561999268,0.16984628561999268
76,0.0008690614136732329,0.004634994206257242,0.19694756391275514,0.2493756080475275
77,0.0008690614136732329,0.00028968713789107763,0.19694756391275514,0.16102957327221795
78,0.0008690614136732329,0.0017381228273464658,0.19694756391275514,0.21795104803829693
79,0.0011587485515643105,0.011297798377752027,0.21604272895755355,0.25905566680722253
80,0.0011587485515643105,0.0020278099652375433,0.21604272895755355,0.21609480417745333
81,0.0011587485515643105,0.011587485515643106,0.21604272895755355,0.2676135256510034
82,0.0011587485515643105,0.004924681344148319,0.21604272895755355,0.2349332575814626
83,0.0020278099652375433,0.005214368482039398,0.18977673813100368,0.23710799019594322
84,0.0020278099652375433,0.0014484356894553883,0.18977673813100368,0.1869666967530472
85,0.0020278099652375433,0.003186558516801854,0.18977673813100368,0.2172643939569096
86,0.0020278099652375433,0.0005793742757821553,0.18977673813100368,0.1869277128713222
87,0.0020278099652375433,0.0014484356894553883,0.18977673813100368,0.1869666967530472
88,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
89,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
90,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
91,0.0005793742757821553,0.0072421784472769405,0.19075933986754975,0.2373172092819716
92,0.0005793742757821553,0.0037659327925840093,0.19075933986754975,0.23080030316593014
93,0.002607184241019699,0.0011587485515643105,0.22910945845409184,0.1858298854966202
94,0.002607184241019699,0.0028968713789107765,0.22910945845409184,0.2113236373687895
95,0.002607184241019699,0.0008690614136732329,0.22910945845409184,0.22844779858936412
96,0.002607184241019699,0.0034762456546929316,0.22910945845409184,0.24050039638671053
97,0.002607184241019699,0.0008690614136732329,0.22910945845409184,0.1840999337937288
98,0.002607184241019699,0.0005793742757821553,0.22910945845409184,0.18408733284001258
99,0.002607184241019699,0.0008690614136732329,0.22910945845409184,0.22844779858936412
100,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
101,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
102,0.0005793742757821553,0.0005793742757821553,0.0005793742757821553,0.0005793742757821553
103,0.0005793742757821553,0.0005793742757821553,0.0005793742757821553,0.0005793742757821553
104,0.0028968713789107765,0.021436848203939745,0.2404358960122103,0.291894501062794
105,0.0028968713789107765,0.005793742757821553,0.2404358960122103,0.25112193583497516
106,0.0028968713789107765,0.0017381228273464658,0.2404358960122103,0.22085038042310592
107,0.0028968713789107765,0.03186558516801854,0.2404358960122103,0.30084070836606086
108,0.0028968713789107765,0.015353418308227115,0.2404358960122103,0.27508601133196114
109,0.0028968713789107765,0.0011587485515643105,0.2404358960122103,0.21744004630872213
110,0.0028968713789107765,0.004924681344148319,0.2404358960122103,0.24868385878803367
111,0.0028968713789107765,0.003186558516801854,0.2404358960122103,0.23637861951068592
112,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329,0.0008690614136732329
113,0.0005793742757821553,0.007821552723059096,0.19510452903827233,0.2503971634663983
114,0.0005793742757821553,0.00028968713789107763,0.19510452903827233,0.15979537358401663
115,0.0011587485515643105,0.0034762456546929316,0.18673303706120836,0.21878434334927066
116,0.0011587485515643105,0.0014484356894553883,0.18673303706120836,0.18475756905904953
117,0.0011587485515643105,0.002317497103128621,0.18673303706120836,0.2207235069998017
118,0.0011587485515643105,0.0017381228273464658,0.18673303706120836,0.2209047994080151
119,0.00608342989571263,0.0034762456546929316,0.24949127391396883,0.23617105135164945
120,0.00608342989571263,0.01216685979142526,0.24949127391396883,0.2641441693962467
121,0.00608342989571263,0.012746234067207415,0.24949127391396883,0.2803039012811448
122,0.00608342989571263,0.015353418308227115,0.24949127391396883,0.28412380443614876
123,0.00608342989571263,0.006952491309385863,0.24949127391396883,0.256927391363449
124,0.00608342989571263,0.006662804171494786,0.24949127391396883,0.25102818114547176
125,0.00608342989571263,0.003186558516801854,0.24949127391396883,0.20920316838772432
126,0.00608342989571263,0.023754345307068367,0.24949127391396883,0.29500010231354434
127,0.00608342989571263,0.0072421784472769405,0.24949127391396883,0.24168906657014594
128,0.00608342989571263,0.009849362688296639,0.24949127391396883,0.25915551481909654
129,0.00608342989571263,0.004345307068366165,0.24949127391396883,0.24815611116373723
130,0.00608342989571263,0.01738122827346466,0.24949127391396883,0.2807720986316509
131,0.00608342989571263,0.006373117033603708,0.24949127391396883,0.25286911741186385
132,0.00608342989571263,0.004924681344148319,0.24949127391396883,0.24528189081555712
133,0.00608342989571263,0.004345307068366165,0.24949127391396883,0.24676722018465766
134,0.00608342989571263,0.0020278099652375433,0.24949127391396883,0.21809243697636913
135,0.0020278099652375433,0.0005793742757821553,0.2135383829132659,0.17196393432177648
136,0.0020278099652375433,0.002317497103128621,0.2135383829132659,0.23637861951068592
137,0.0020278099652375433,0.0005793742757821553,0.2135383829132659,0.17196393432177648
138,0.0020278099652375433,0.021147161066048668,0.2135383829132659,0.28039156930698333
139,0.0020278099652375433,0.004345307068366165,0.2135383829132659,0.23906808291489637
140,0.0020278099652375433,0.004924681344148319,0.2135383829132659,0.24519244532706574
141,0.0020278099652375433,0.00028968713789107763,0.2135383829132659,0.17195293988827978
142,0.00028968713789107763,0.00028968713789107763,0.00028968713789107763,0.00028968713789107763
143,0.0008690614136732329,0.004055619930475087,0.1956865492427666,0.24731180991196178
144,0.0008690614136732329,0.0008690614136732329,0.1956865492427666,0.1863190809000751
145,0.0008690614136732329,0.0017381228273464658,0.0011587485515643105,0.0017381228273464658
146,0.0008690614136732329,0.0008690614136732329,0.0011587485515643105,0.0011587485515643105
147,0.00028968713789107763,0.00028968713789107763,0.00028968713789107763,0.00028968713789107763
148,0.002607184241019699,0.004924681344148319,0.21157299660105286,0.23740100033476777
149,0.002607184241019699,0.0017381228273464658,0.21157299660105286,0.20164311986749017
150,0.002607184241019699,0.0008690614136732329,0.21157299660105286,0.20258480964089967
151,0.002607184241019699,0.006662804171494786,0.21157299660105286,0.24719815558755365
152,0.002607184241019699,0.0008690614136732329,0.21157299660105286,0.20159777623810687
153,0.002607184241019699,0.0008690614136732329,0.21157299660105286,0.20159777623810687
154,0.004634994206257242,0.0017381228273464658,0.21271084568115975,0.20576206355998655
155,0.004634994206257242,0.0028968713789107765,0.21271084568115975,0.22408897956945376
156,0.004634994206257242,0.006952491309385863,0.21271084568115975,0.23832662231214746
157,0.004634994206257242,0.011587485515643106,0.21271084568115975,0.2571976602077636
158,0.004634994206257242,0.002607184241019699,0.21271084568115975,0.2002767095682913
159,0.004634994206257242,0.0028968713789107765,0.21271084568115975,0.21067804580859972
160,0.004634994206257242,0.002317497103128621,0.21271084568115975,0.20026179693168905
161,0.004634994206257242,0.003186558516801854,0.21271084568115975,0.23721255360668408
162,0.00028968713789107763,0.006952491309385863,0.19165651911869053,0.24479074659075126
163,0.019698725376593278,0.005214368482039398,0.28891566578500205,0.2531785684639541
164,0.019698725376593278,0.024044032444959444,0.28891566578500205,0.29953401634843346
165,0.019698725376593278,0.014194669756662804,0.28891566578500205,0.2789086314209877
166,0.019698725376593278,0.027809965237543453,0.28891566578500205,0.3036942110199395
167,0.019698725376593278,0.009559675550405562,0.28891566578500205,0.2654738853807703
168,0.019698725376593278,0.02085747392815759,0.28891566578500205,0.2882035933125358
169,0.019698725376593278,0.02288528389339513,0.28891566578500205,0.293295085364513
170,0.019698725376593278,0.0008690614136732329,0.28891566578500205,0.21876654732329462
171,0.019698725376593278,0.01853997682502897,0.28891566578500205,0.2885746709004918
172,0.019698725376593278,0.025782155272305908,0.28891566578500205,0.30023620593799777
173,0.019698725376593278,0.01738122827346466,0.28891566578500205,0.2867287774832179
174,0.019698725376593278,0.0017381228273464658,0.28891566578500205,0.2238278905453216
175,0.019698725376593278,0.014194669756662804,0.28891566578500205,0.2707929855812107
176,0.019698725376593278,0.01216685979142526,0.28891566578500205,0.2699233172212549
177,0.019698725376593278,0.014484356894553881,0.28891566578500205,0.27853313305639854
178,0.019698725376593278,0.01593279258400927,0.28891566578500205,0.27618771131573056
179,0.019698725376593278,0.015353418308227115,0.28891566578500205,0.2851479996599432
180,0.019698725376593278,0.012746234067207415,0.28891566578500205,0.2803039012811448
181,0.019698725376593278,0.019119351100811123,0.28891566578500205,0.2900685863667584
182,0.019698725376593278,0.016512166859791424,0.28891566578500205,0.28560220163455285
183,0.019698725376593278,0.011877172653534183,0.28891566578500205,0.2772125265710765
184,0.019698725376593278,0.015353418308227115,0.28891566578500205,0.28412380443614876
185,0.019698725376593278,0.009269988412514484,0.28891566578500205,0.26241740001879055
186,0.019698725376593278,0.002317497103128621,0.28891566578500205,0.2207235069998017
187,0.019698725376593278,0.012746234067207415,0.28891566578500205,0.2773840689761328
188,0.019698725376593278,0.011587485515643106,0.28891566578500205,0.2772125265710765
189,0.019698725376593278,0.015353418308227115,0.28891566578500205,0.28227497195556084
190,0.019698725376593278,0.005504055619930475,0.28891566578500205,0.23135620927248038
191,0.019698725376593278,0.0037659327925840093,0.28891566578500205,0.24374804538631356
192,0.019698725376593278,0.014484356894553881,0.28891566578500205,0.28118305622504797
193,0.019698725376593278,0.014194669756662804,0.28891566578500205,0.2813595494081582
194,0.019698725376593278,0.01477404403244496,0.28891566578500205,0.27841779842573333
195,0.019698725376593278,0.030127462340672075,0.28891566578500205,0.30311235577511375
196,0.019698725376593278,0.014484356894553881,0.28891566578500205,0.2794592615121139
197,0.019698725376593278,0.023754345307068367,0.28891566578500205,0.29503246300927866
198,0.019698725376593278,0.027809965237543453,0.28891566578500205,0.30383144292731407
199,0.019698725376593278,0.03070683661645423,0.28891566578500205,0.31179178446470945
200,0.019698725376593278,0.015353418308227115,0.28891566578500205,0.27853313305639854
201,0.019698725376593278,0.02954808806488992,0.28891566578500205,0.3045194670281458
202,0.019698725376593278,0.019698725376593278,0.28891566578500205,0.27164083757121343
203,0.019698725376593278,0.0005793742757821553,0.28891566578500205,0.2183934983997226
204,0.019698725376593278,0.01738122827346466,0.28891566578500205,0.2807720986316509
205,0.019698725376593278,0.004634994206257242,0.28891566578500205,0.23538560588067423
206,0.019698725376593278,0.018829663962920046,0.28891566578500205,0.2814184297156622
207,0.019698725376593278,0.006373117033603708,0.28891566578500205,0.2533216476210402
208,0.019698725376593278,0.008980301274623407,0.28891566578500205,0.2599068354070916
209,0.019698725376593278,0.021726535341830822,0.28891566578500205,0.2888846329530166
210,0.019698725376593278,0.030996523754345306,0.28891566578500205,0.3062183687569833
211,0.019698725376593278,0.00608342989571263,0.28891566578500205,0.25154470003671753
212,0.019698725376593278,0.002607184241019699,0.28891566578500205,0.22529032775947264
213,0.019698725376593278,0.01738122827346466,0.28891566578500205,0.28749502221192774
214,0.019698725376593278,0.027520278099652375,0.28891566578500205,0.2910101636867111
215,0.019698725376593278,0.00028968713789107763,0.28891566578500205,0.21768643729604079
216,0.019698725376593278,0.020278099652375436,0.28891566578500205,0.2866065572029608
217,0.019698725376593278,0.004345307068366165,0.28891566578500205,0.24326301852320764
218,0.019698725376593278,0.004924681344148319,0.28891566578500205,0.25208697467359487
219,0.0008690614136732329,0.0005793742757821553,0.2116562471702671,0.19535962321439557
220,0.0008690614136732329,0.015063731170336037,0.2116562471702671,0.26836119864224545
221,0.0008690614136732329,0.006952491309385863,0.2116562471702671,0.25084088162587054
222,0.0008690614136732329,0.0008690614136732329,0.19146550386506614,0.19146550386506614
223,0.0008690614136732329,0.0011587485515643105,0.19146550386506614,0.19920864623306303
224,0.0005793742757821553,0.00028968713789107763,0.0006517960602549247,0.00043453070683661645
225,0.0005793742757821553,0.0005793742757821553,0.0006517960602549247,0.0006517960602549247
226,0.005214368482039398,0.027809965237543453,0.2531785684639541,0.3036942110199395
227,0.005214368482039398,0.009559675550405562,0.2531785684639541,0.2654738853807703
228,0.005214368482039398,0.02288528389339513,0.2531785684639541,0.293295085364513
229,0.005214368482039398,0.01738122827346466,0.2531785684639541,0.2867287774832179
230,0.005214368482039398,0.014194669756662804,0.2531785684639541,0.2707929855812107
231,0.005214368482039398,0.01216685979142526,0.2531785684639541,0.2699233172212549
232,0.005214368482039398,0.01593279258400927,0.2531785684639541,0.27618771131573056
233,0.005214368482039398,0.009269988412514484,0.2531785684639541,0.26241740001879055
234,0.005214368482039398,0.0005793742757821553,0.2531785684639541,0.19919389222282505
235,0.005214368482039398,0.006373117033603708,0.2531785684639541,0.2533216476210402
236,0.005214368482039398,0.008980301274623407,0.2531785684639541,0.2599068354070916
237,0.005214368482039398,0.030996523754345306,0.2531785684639541,0.3062183687569833
238,0.005214368482039398,0.004924681344148319,0.2531785684639541,0.25208697467359487
239,0.0005793742757821553,0.009849362688296639,0.20146186762491267,0.2609913568939916
240,0.0011587485515643105,0.025782155272305908,0.22757792628131526,0.30023620593799777
241,0.0011587485515643105,0.01216685979142526,0.22757792628131526,0.2641441693962467
242,0.0011587485515643105,0.00028968713789107763,0.22757792628131526,0.18094159935364534
243,0.0011587485515643105,0.0020278099652375433,0.22757792628131526,0.2289729212321287
244,0.00608342989571263,0.007531865585168019,0.2446126359975065,0.23906808291489637
245,0.00608342989571263,0.011297798377752027,0.2446126359975065,0.25905566680722253
246,0.00608342989571263,0.004634994206257242,0.2446126359975065,0.23538560588067423
247,0.00608342989571263,0.005504055619930475,0.2446126359975065,0.23917438264051438
248,0.00608342989571263,0.0020278099652375433,0.2446126359975065,0.2325363939817209
249,0.00608342989571263,0.015353418308227115,0.2446126359975065,0.27508601133196114
250,0.00608342989571263,0.006952491309385863,0.2446126359975065,0.24479074659075126
251,0.00608342989571263,0.012456546929316338,0.2446126359975065,0.26228944146602146
252,0.00608342989571263,0.012746234067207415,0.2446126359975065,0.2637814763429368
253,0.00608342989571263,0.01100811123986095,0.2446126359975065,0.2537039838498806
254,0.00608342989571263,0.020278099652375436,0.2446126359975065,0.2866065572029608
255,0.00608342989571263,0.002317497103128621,0.2446126359975065,0.23199481866579696
256,0.00608342989571263,0.00608342989571263,0.2446126359975065,0.23744291805355205
257,0.00608342989571263,0.010139049826187718,0.2446126359975065,0.2535126715800343
258,0.00608342989571263,0.005793742757821553,0.2446126359975065,0.2374848505777116
259,0.0005793742757821553,0.014194669756662804,0.21197319772955422,0.2789086314209877
260,0.0005793742757821553,0.0005793742757821553,0.21197319772955422,0.21197319772955422
261,0.0034762456546929316,0.00608342989571263,0.2168265021599955,0.24147207153821007
262,0.0034762456546929316,0.004924681344148319,0.2168265021599955,0.22163295696683838
263,0.0034762456546929316,0.004634994206257242,0.2168265021599955,0.23008948009176014
264,0.0034762456546929316,0.0005793742757821553,0.2168265021599955,0.18302252009476583
265,0.0034762456546929316,0.004924681344148319,0.2168265021599955,0.2211772971046533
266,0.0034762456546929316,0.011587485515643106,0.2168265021599955,0.2571976602077636
267,0.0034762456546929316,0.0008690614136732329,0.2168265021599955,0.19499136756271906
268,0.0034762456546929316,0.01216685979142526,0.2168265021599955,0.25339324786061657
269,0.0034762456546929316,0.005504055619930475,0.2168265021599955,0.2212318773375491
270,0.0034762456546929316,0.002317497103128621,0.2168265021599955,0.22377202203116597
271,0.0034762456546929316,0.0017381228273464658,0.2168265021599955,0.20948017234929386
272,0.0034762456546929316,0.007821552723059096,0.2168265021599955,0.24134206144944223
273,0.0008690614136732329,0.0011587485515643105,0.15541843009491962,0.15542741174252103
274,0.0008690614136732329,0.01216685979142526,0.20443264919372028,0.25339324786061657
275,0.0008690614136732329,0.002607184241019699,0.20443264919372028,0.23769473555391815
276,0.00608342989571263,0.009849362688296639,0.2439470233825473,0.2609913568939916
277,0.00608342989571263,0.005214368482039398,0.2439470233825473,0.2449691167494839
278,0.00608342989571263,0.0005793742757821553,0.2439470233825473,0.19511868345854497
279,0.00608342989571263,0.0028968713789107765,0.2439470233825473,0.23044434348321344
280,0.00608342989571263,0.004055619930475087,0.2439470233825473,0.2432190208710964
281,0.00608342989571263,0.0005793742757821553,0.2439470233825473,0.19274157465906436
282,0.00608342989571263,0.004055619930475087,0.2439470233825473,0.2432190208710964
283,0.00608342989571263,0.009849362688296639,0.2439470233825473,0.26518595275020546
284,0.00608342989571263,0.00608342989571263,0.2439470233825473,0.25154470003671753
285,0.00608342989571263,0.0008690614136732329,0.2439470233825473,0.20304363074079604
286,0.00608342989571263,0.004924681344148319,0.2439470233825473,0.24470165888386716
287,0.00608342989571263,0.004055619930475087,0.2439470233825473,0.2432190208710964
288,0.00608342989571263,0.013904982618771726,0.2439470233825473,0.2628790863837928
289,0.00608342989571263,0.00028968713789107763,0.2439470233825473,0.19113893346546687
290,0.00608342989571263,0.004634994206257242,0.2439470233825473,0.24328502331909396
291,0.0005793742757821553,0.0011587485515643105,0.18609991231612122,0.1861256700894522
292,0.00028968713789107763,0.0011587485515643105,0.17677901490683476,0.2210318813932104
293,0.00028968713789107763,0.0008690614136732329,0.15265727851019323,0.1845673849020439
294,0.0005793742757821553,0.006952491309385863,0.19535962321439557,0.25084088162587054
295,0.0005793742757821553,0.027520278099652375,0.2219072551809063,0.29636539204325996
296,0.0005793742757821553,0.0008690614136732329,0.2219072551809063,0.2219805160773014
297,0.0008690614136732329,0.007531865585168019,0.19444157987222266,0.23906808291489637
298,0.0008690614136732329,0.002607184241019699,0.19444157987222266,0.20029162442601905
299,0.0008690614136732329,0.005214368482039398,0.19444157987222266,0.2344417654107901
300,0.0005793742757821553,0.008980301274623407,0.2009050521246421,0.2518273345311408
301,0.0005793742757821553,0.011587485515643106,0.2009050521246421,0.2580366432689805
302,0.010718424101969872,0.007821552723059096,0.26502916168630114,0.2302667750678582
303,0.010718424101969872,0.02288528389339513,0.26502916168630114,0.293295085364513
304,0.010718424101969872,0.01853997682502897,0.26502916168630114,0.2885746709004918
305,0.010718424101969872,0.025202780996523753,0.26502916168630114,0.3035228453665031
306,0.010718424101969872,0.014484356894553881,0.26502916168630114,0.27483301990523035
307,0.010718424101969872,0.013615295480880649,0.26502916168630114,0.2694635740699914
308,0.010718424101969872,0.0011587485515643105,0.26502916168630114,0.22085038042310592
309,0.010718424101969872,0.013615295480880649,0.26502916168630114,0.27870631427902426
310,0.010718424101969872,0.0028968713789107765,0.26502916168630114,0.24110407286352165
311,0.010718424101969872,0.009559675550405562,0.26502916168630114,0.2532977898655664
312,0.010718424101969872,0.005504055619930475,0.26502916168630114,0.22938302198657434
313,0.010718424101969872,0.005793742757821553,0.26502916168630114,0.2359224502449635
314,0.010718424101969872,0.008980301274623407,0.26502916168630114,0.26160061597048767
315,0.010718424101969872,0.015353418308227115,0.26502916168630114,0.28602743090424165
316,0.010718424101969872,0.006662804171494786,0.26502916168630114,0.2524182011067653
317,0.010718424101969872,0.015353418308227115,0.26502916168630114,0.2836742888716996
318,0.010718424101969872,0.004924681344148319,0.26502916168630114,0.2211772971046533
319,0.010718424101969872,0.004345307068366165,0.26502916168630114,0.22757792628131526
320,0.010718424101969872,0.011587485515643106,0.26502916168630114,0.2571976602077636
321,0.010718424101969872,0.019698725376593278,0.26502916168630114,0.2795173490742657
322,0.010718424101969872,0.004924681344148319,0.26502916168630114,0.2510750497379186
323,0.010718424101969872,0.004345307068366165,0.26502916168630114,0.2532977898655664
324,0.010718424101969872,0.021147161066048668,0.26502916168630114,0.28039156930698333
325,0.010718424101969872,0.019698725376593278,0.26502916168630114,0.27164083757121343
326,0.010718424101969872,0.0034762456546929316,0.26502916168630114,0.23979279001360415
327,0.010718424101969872,0.0020278099652375433,0.26502916168630114,0.2130140925702981
328,0.010718424101969872,0.006373117033603708,0.26502916168630114,0.2547372544793127
329,0.010718424101969872,0.0017381228273464658,0.26502916168630114,0.228176459895867
330,0.0011587485515643105,0.0017381228273464658,0.1788479806352297,0.2181985991232017
331,0.0011587485515643105,0.005504055619930475,0.1788479806352297,0.19538800819415794
332,0.0011587485515643105,0.002607184241019699,0.1944275235156932,0.1961289238527371
333,0.0011587485515643105,0.01100811123986095,0.1944275235156932,0.24624756755105148
334,0.0011587485515643105,0.002607184241019699,0.1944275235156932,0.22135933603231145
335,0.0011587485515643105,0.00028968713789107763,0.1944275235156932,0.15934095223606753
336,0.00028968713789107763,0.027809965237543453,0.22604773346718643,0.30383144292731407
337,0.0072421784472769405,0.002607184241019699,0.2373172092819716,0.23127663021692182
338,0.0072421784472769405,0.006662804171494786,0.2373172092819716,0.2417542411498952
339,0.0072421784472769405,0.002607184241019699,0.2373172092819716,0.2295200488814289
340,0.0072421784472769405,0.0008690614136732329,0.2373172092819716,0.1945822553026034
341,0.0072421784472769405,0.003186558516801854,0.2373172092819716,0.20128094093643048
342,0.0072421784472769405,0.00028968713789107763,0.2373172092819716,0.18704471331751749
343,0.0072421784472769405,0.002607184241019699,0.2373172092819716,0.229716085821027
344,0.0072421784472769405,0.03186558516801854,0.2373172092819716,0.30084070836606086
345,0.0072421784472769405,0.0014484356894553883,0.2373172092819716,0.2002767095682913
346,0.0072421784472769405,0.0005793742757821553,0.2373172092819716,0.19075933986754975
347,0.0072421784472769405,0.002317497103128621,0.2373172092819716,0.22981422992331746
348,0.0072421784472769405,0.0037659327925840093,0.2373172092819716,0.23080030316593014
349,0.0072421784472769405,0.0011587485515643105,0.2373172092819716,0.2142869837297892
350,0.0072421784472769405,0.0011587485515643105,0.2373172092819716,0.1917111649292597
351,0.0072421784472769405,0.002317497103128621,0.2373172092819716,0.23289885112509387
352,0.0072421784472769405,0.002607184241019699,0.2373172092819716,0.20674271141460404
353,0.0072421784472769405,0.013325608342989572,0.2373172092819716,0.23281820747858242
354,0.0011587485515643105,0.0008690614136732329,0.1672480525335852,0.19591462214398192
355,0.0011587485515643105,0.0017381228273464658,0.1672480525335852,0.19074581083635347
356,0.0011587485515643105,0.0008690614136732329,0.1672480525335852,0.15862671381849508
357,0.0017381228273464658,0.002317497103128621,0.18499903238358673,0.19791860569523761
358,0.0017381228273464658,0.005214368482039398,0.18499903238358673,0.19907593877073163
359,0.0017381228273464658,0.0008690614136732329,0.18499903238358673,0.1840999337937288
